age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
27.0,Female,Single,Professional,93800.0,Private,0.5,MNC,Own,0.0,2,1,4200.0,23700.0,6100.0,20200.0,7200.0,Yes,25700.0,677.0,726500.0,169500.0,Personal Loan EMI,430000.0,39,Not_Eligible,2063.6
27.0,Male,Single,Post Graduate,35000.0,Private,2.8,Startup,Rented,8600.0,1,0,0.0,0.0,5000.0,8500.0,2300.0,Yes,5500.0,571.0,37400.0,19700.0,Home Appliances EMI,210000.0,25,Not_Eligible,1142.4
27.0,Male,Single,Post Graduate,75200.0,Government,1.4,MNC,Rented,13900.0,1,0,0.0,0.0,7400.0,12800.0,13700.0,No,0.0,747.0,579900.0,160500.0,Vehicle EMI,95000.0,51,Eligible,15070.0
32.0,Female,Married,Graduate,27400.0,Government,1.1,Large Indian,Rented,8300.0,3,2,11400.0,0.0,2400.0,7400.0,4400.0,No,0.0,753.0,89400.0,49600.0,Vehicle EMI,1097000.0,47,Not_Eligible,500.0
32.0,Female,Married,High School,68100.0,Private,3.2,Large Indian,Rented,19400.0,3,2,6400.0,16700.0,8400.0,18700.0,5200.0,No,0.0,653.0,404300.0,128300.0,Vehicle EMI,993000.0,46,Not_Eligible,500.0
27.0,Male,Single,Graduate,89600.0,Private,0.5,Small,Rented,20900.0,2,1,10300.0,0.0,5200.0,25400.0,17200.0,No,0.0,688.0,318500.0,82400.0,Home Appliances EMI,187000.0,17,Not_Eligible,4240.0
32.0,Female,Single,Post Graduate,133400.0,Government,1.2,Mid-size,Own,0.0,3,2,0.0,7100.0,19700.0,23800.0,23200.0,Yes,26000.0,718.0,846200.0,74000.0,Education EMI,213000.0,21,High_Risk,12936.0
38.0,Male,Married,High School,36400.0,Self-employed,9.5,Mid-size,Family,0.0,2,1,9700.0,12700.0,5300.0,5700.0,6400.0,No,0.0,681.0,250300.0,111800.0,Education EMI,351000.0,15,Not_Eligible,500.0
38.0,Male,Married,Professional,93100.0,Self-employed,7.0,Startup,Own,0.0,5,4,0.0,0.0,11800.0,19000.0,14300.0,Yes,15100.0,641.0,491400.0,178400.0,E-commerce Shopping EMI,89000.0,14,High_Risk,8290.8
58.0,Male,Married,High School,44400.0,Private,17.4,MNC,Rented,12000.0,2,1,10600.0,0.0,2500.0,12700.0,6600.0,No,0.0,757.0,278000.0,138900.0,Home Appliances EMI,233000.0,12,Not_Eligible,500.0
27.0,Male,Single,Graduate,30400.0,Private,0.9,Startup,Rented,6100.0,1,0,0.0,0.0,2200.0,5800.0,5600.0,Yes,9000.0,576.0,135500.0,52400.0,Education EMI,175000.0,36,Not_Eligible,500.0
32.0,Female,Single,Graduate,47000.0,Private,0.5,Mid-size,Own,0.0,1,0,0.0,0.0,3300.0,9200.0,8100.0,Yes,12200.0,732.0,109200.0,36700.0,Education EMI,151000.0,42,Not_Eligible,3976.0
38.0,Male,Married,Graduate,499751.0,Private,2.4,Mid-size,Family,0.0,3,2,10800.0,0.0,4800.0,9600.0,3400.0,No,0.0,732.0,94700.0,30300.0,Education EMI,316000.0,14,Not_Eligible,6000.0
48.0,Male,Married,Professional,181300.0,Private,3.7,Large Indian,Family,0.0,2,1,0.0,19000.0,10500.0,46900.0,15800.0,No,0.0,552.0,278900.0,117800.0,Personal Loan EMI,543000.0,19,Not_Eligible,28512.0
38.0,Male,Married,Graduate,59500.0,Private,1.2,Large Indian,Own,0.0,3,2,0.0,0.0,8400.0,11100.0,6400.0,No,0.0,736.0,127300.0,27200.0,E-commerce Shopping EMI,188000.0,21,Eligible,16800.0
38.0,Male,Married,Post Graduate,48600.0,Government,2.3,Startup,Own,0.0,2,1,0.0,14400.0,5400.0,7600.0,7400.0,No,0.0,761.0,298100.0,146200.0,Personal Loan EMI,948000.0,43,Not_Eligible,9108.0
38.0,Female,Married,Graduate,63200.0,Government,11.5,Startup,Own,0.0,4,3,0.0,0.0,5300.0,16300.0,10600.0,No,0.0,774.0,432500.0,165300.0,Vehicle EMI,1411000.0,33,Not_Eligible,22506.0
48.0,Male,Married,Graduate,77400.0,Private,4.0,Startup,Family,0.0,5,4,4100.0,6400.0,9700.0,13000.0,6000.0,Yes,19200.0,607.0,581000.0,225400.0,Vehicle EMI,711000.0,41,Not_Eligible,5852.0
58.0,Female,Married,High School,24400.0,Private,12.8,Mid-size,Rented,4800.0,4,3,8900.0,0.0,2500.0,7000.0,4500.0,No,0.0,700.0,91700.0,25900.0,Personal Loan EMI,175000.0,14,Not_Eligible,500.0
32.0,Male,Single,Graduate,18000.0,Private,0.6,Large Indian,Own,0.0,1,0,0.0,0.0,900.0,5300.0,3000.0,No,0.0,754.0,129400.0,60800.0,Personal Loan EMI,253000.0,44,Not_Eligible,4646.4
38.0,Female,Married,Graduate,59500.0,Self-employed,1.3,Mid-size,Family,0.0,2,1,0.0,20900.0,8700.0,17800.0,3400.0,Yes,12700.0,650.0,182900.0,91900.0,Education EMI,462000.0,44,Not_Eligible,500.0
32.0,Female,Single,Professional,133400.0,Private,6.0,Startup,Rented,40900.0,1,0,0.0,0.0,10000.0,38700.0,24600.0,No,0.0,598.0,293300.0,145800.0,Education EMI,461000.0,31,Not_Eligible,7680.0
38.0,Female,Married,Post Graduate,48600.0,Government,3.1,Large Indian,Rented,16700.0,3,2,2400.0,0.0,5100.0,7300.0,5200.0,No,0.0,695.0,369800.0,81900.0,E-commerce Shopping EMI,33000.0,23,Eligible,7199.5
48.0,Male,Married,Graduate,23500.0,Self-employed,1.4,Large Indian,Family,0.0,2,1,0.0,0.0,2000.0,6800.0,2400.0,Yes,5800.0,599.0,70400.0,22200.0,E-commerce Shopping EMI,187000.0,3,Not_Eligible,1638.0
38.0,Female,Married,Post Graduate,44700.0,Private,3.5,Mid-size,Family,0.0,3,2,4100.0,0.0,5600.0,10500.0,6900.0,No,0.0,750.0,85700.0,43000.0,Education EMI,206000.0,22,Not_Eligible,8448.0
38.0,Female,Married,Professional,111200.0,Government,8.2,Startup,Family,0.0,2,1,13500.0,0.0,16100.0,24900.0,12000.0,Yes,16600.0,809.0,256700.0,127800.0,Home Appliances EMI,290000.0,23,Not_Eligible,12982.2
27.0,Male,Single,Post Graduate,89600.0,Private,3.5,MNC,Rented,27300.0,2,1,8100.0,13100.0,12200.0,13700.0,7100.0,No,0.0,753.0,164500.0,44600.0,Home Appliances EMI,58000.0,33,Eligible,3888.0
32.0,Male,Single,Graduate,43900.0,Self-employed,0.5,Large Indian,Rented,14800.0,2,1,5200.0,0.0,3800.0,7600.0,2300.0,Yes,11800.0,526.0,36100.0,16800.0,Home Appliances EMI,26000.0,24,Not_Eligible,500.0
27.0,Female,Married,Graduate,33400.0,Government,3.8,Startup,Family,0.0,4,3,8100.0,0.0,2700.0,9000.0,4100.0,No,0.0,794.0,151200.0,64900.0,Education EMI,345000.0,43,Not_Eligible,6270.0
48.0,Male,Married,Graduate,33200.0,Government,12.8,MNC,Rented,7300.0,2,1,7600.0,0.0,3900.0,7800.0,3800.0,Yes,8500.0,773.0,98500.0,28600.0,Personal Loan EMI,901000.0,41,Not_Eligible,500.0
27.0,Female,Single,Graduate,64600.0,Private,0.5,Small,Own,0.0,2,1,9200.0,9500.0,5400.0,14700.0,12200.0,No,0.0,722.0,125300.0,25300.0,Home Appliances EMI,208000.0,26,Not_Eligible,4352.0
32.0,Female,Single,Professional,99000.0,Private,3.7,Large Indian,Rented,20400.0,2,1,5200.0,0.0,5900.0,25500.0,17000.0,No,0.0,749.0,707100.0,394300.0,Home Appliances EMI,93000.0,15,Eligible,13750.0
48.0,Male,Married,Professional,32100.0,Private,25.8,Startup,Rented,0.0,3,2,10300.0,0.0,3800.0,7100.0,2300.0,Yes,5700.0,659.0,132100.0,27100.0,Vehicle EMI,1094000.0,28,Not_Eligible,500.0
32.0,Female,Married,Graduate,44200.0,Government,1.2,Large Indian,Own,0.0,4,3,0.0,0.0,4900.0,10900.0,5200.0,Yes,11300.0,692.0,254200.0,85300.0,Education EMI,134000.0,22,Not_Eligible,4165.0
32.0,Male,Married,Professional,74700.0,Private,5.7,MNC,Rented,13900.0,4,3,3900.0,18500.0,7100.0,21200.0,14200.0,Yes,16200.0,686.0,405400.0,205200.0,Personal Loan EMI,938000.0,17,Not_Eligible,500.0
32.0,Female,Married,Post Graduate,111900.0,Private,0.5,Mid-size,Rented,28000.0,3,2,0.0,0.0,9900.0,32900.0,19100.0,No,0.0,827.0,227900.0,122900.0,Education EMI,367000.0,21,Not_Eligible,10560.0
27.0,Female,Single,Post Graduate,65000.0,Government,0.5,Large Indian,Rented,19800.0,2,1,0.0,0.0,7400.0,16200.0,10700.0,Yes,10300.0,728.0,159500.0,54100.0,E-commerce Shopping EMI,126000.0,17,Not_Eligible,500.0
48.0,Male,Married,Post Graduate,56700.0,Private,8.1,Mid-size,Own,0.0,4,3,0.0,0.0,4100.0,16100.0,10100.0,No,0.0,677.0,42100.0,23500.0,E-commerce Shopping EMI,139000.0,14,Not_Eligible,10560.0
58.0,Male,Married,High School,24800.0,Private,0.6,Large Indian,Own,0.0,4,3,0.0,0.0,2000.0,7300.0,1500.0,Yes,5100.0,633.0,102600.0,44300.0,Home Appliances EMI,136000.0,30,Not_Eligible,1993.6
38.0,Female,Married,Graduate,48300.0,Self-employed,4.6,Mid-size,Rented,8000.0,5,4,12400.0,0.0,4000.0,13200.0,8800.0,No,0.0,753.0,240000.0,122500.0,Education EMI,387000.0,33,Not_Eligible,1026.0
38.0,Male,Married,Graduate,59200.0,Private,3.1,Mid-size,Rented,11400.0,4,3,14300.0,9500.0,7000.0,12200.0,9200.0,No,0.0,623.0,376900.0,207000.0,Vehicle EMI,1334000.0,43,Not_Eligible,500.0
58.0,Male,Married,High School,57300.0,Private,36.0,MNC,Family,0.0,4,3,2500.0,0.0,3300.0,11000.0,6800.0,No,0.0,738.0,63400.0,28700.0,Education EMI,100000.0,40,Eligible,13480.0
27.0,Female,Married,High School,26600.0,Private,3.6,Mid-size,Rented,4800.0,3,2,0.0,0.0,2000.0,7000.0,5200.0,Yes,6800.0,701.0,187400.0,53100.0,Education EMI,82000.0,27,Not_Eligible,500.0
38.0,Male,Married,High School,24900.0,Private,2.4,Large Indian,Family,0.0,4,3,0.0,14800.0,2800.0,4600.0,4000.0,No,0.0,680.0,36400.0,9400.0,Home Appliances EMI,133000.0,15,Not_Eligible,500.0
38.0,Male,Married,Graduate,18000.0,Self-employed,3.4,Large Indian,Family,0.0,2,1,2200.0,12500.0,1300.0,5000.0,3400.0,No,0.0,596.0,196000.0,19200.0,Home Appliances EMI,102000.0,22,Not_Eligible,500.0
48.0,Female,Married,Graduate,18000.0,Private,18.3,Mid-size,Rented,4400.0,5,4,11900.0,0.0,1000.0,3200.0,3200.0,No,0.0,710.0,118000.0,66600.0,E-commerce Shopping EMI,170000.0,23,Not_Eligible,500.0
27.0,Male,Single,Post Graduate,95900.0,Government,0.5,Large Indian,Family,0.0,2,1,0.0,0.0,10100.0,17500.0,12600.0,Yes,9900.0,599.0,293700.0,63300.0,Vehicle EMI,1051000.0,34,Not_Eligible,12824.0
48.0,Female,Married,Post Graduate,42700.0,Government,1.2,Large Indian,Own,0.0,3,2,0.0,0.0,2500.0,12700.0,5500.0,No,0.0,770.0,151200.0,74000.0,Home Appliances EMI,118000.0,8,Not_Eligible,13200.0
38.0,Female,Married,Post Graduate,52200.0,Private,2.7,MNC,Family,0.0,2,1,0.0,0.0,5600.0,13800.0,7900.0,No,0.0,747.0,335200.0,152800.0,Vehicle EMI,1220000.0,39,Not_Eligible,13695.0
48.0,Female,Married,Professional,73600.0,Private,13.6,MNC,Own,0.0,3,2,2400.0,0.0,8900.0,20600.0,12400.0,Yes,18000.0,644.0,88700.0,42900.0,E-commerce Shopping EMI,186000.0,22,Not_Eligible,2531.2
38.0,Female,Married,Graduate,28300.0,Private,7.6,Startup,Own,0.0,4,3,0.0,0.0,3200.0,6500.0,2200.0,No,0.0,748.0,67600.0,35100.0,Personal Loan EMI,418000.0,52,Not_Eligible,8200.0
32.0,Male,Single,Graduate,20700.0,Self-employed,8.0,Large Indian,Own,0.0,2,1,0.0,0.0,1100.0,3900.0,3700.0,No,0.0,811.0,12700.0,7100.0,Personal Loan EMI,520000.0,54,Not_Eligible,5184.0
38.0,Male,Single,Graduate,22900.0,Private,0.7,Small,Rented,4000.0,3,2,11800.0,0.0,3100.0,6700.0,3900.0,Yes,3900.0,618.0,88400.0,41600.0,Personal Loan EMI,499000.0,53,Not_Eligible,500.0
48.0,Male,Single,High School,29600.0,Private,17.8,Large Indian,Rented,6200.0,3,2,14500.0,7200.0,2300.0,8200.0,3800.0,Yes,4700.0,579.0,157200.0,61200.0,Home Appliances EMI,83000.0,33,Not_Eligible,500.0
27.0,Male,Single,High School,42700.0,Private,2.1,Large Indian,Family,0.0,2,1,0.0,0.0,2800.0,8100.0,2700.0,No,0.0,653.0,147100.0,68300.0,Vehicle EMI,497000.0,37,Not_Eligible,14550.0
48.0,Female,Married,Professional,71700.0,Government,5.3,Mid-size,Own,0.0,4,3,9900.0,0.0,7400.0,15800.0,12500.0,No,0.0,768.0,217800.0,121300.0,Home Appliances EMI,82000.0,28,Eligible,17226.0
27.0,Female,Married,Professional,76400.0,Government,5.0,Large Indian,Rented,25900.0,3,2,11200.0,0.0,6500.0,22800.0,11600.0,Yes,20200.0,669.0,400100.0,218700.0,E-commerce Shopping EMI,71000.0,24,Not_Eligible,500.0
38.0,Female,Married,Graduate,70100.0,Government,1.8,Mid-size,Own,0.0,4,3,11600.0,0.0,4800.0,19500.0,5800.0,Yes,9200.0,826.0,183400.0,74300.0,Home Appliances EMI,293000.0,16,Not_Eligible,8064.0
32.0,Female,Single,Post Graduate,90500.0,Private,2.8,Startup,Family,0.0,2,1,0.0,0.0,12900.0,20500.0,5600.0,No,0.0,680.0,522400.0,296600.0,Personal Loan EMI,967000.0,40,Not_Eligible,25750.0
48.0,Male,Married,Graduate,33500.0,Private,0.5,Mid-size,Rented,8800.0,4,3,12500.0,0.0,3300.0,7600.0,5100.0,No,0.0,736.0,188000.0,70500.0,Personal Loan EMI,93000.0,19,Not_Eligible,500.0
32.0,Male,Married,High School,32700.0,Private,10.0,MNC,Family,0.0,4,3,0.0,0.0,4300.0,8400.0,4300.0,No,0.0,770.0,27700.0,12000.0,Home Appliances EMI,105000.0,10,Not_Eligible,7536.0
38.0,Male,Married,Post Graduate,80200.0,Private,1.1,Startup,Own,0.0,2,1,10000.0,0.0,7100.0,13400.0,10600.0,No,0.0,770.0,326700.0,122700.0,Education EMI,75000.0,13,Eligible,23460.0
48.0,Female,Married,High School,63200.0,Government,12.2,MNC,Family,0.0,2,1,4500.0,0.0,7100.0,15600.0,5100.0,No,0.0,727.0,183100.0,86600.0,Personal Loan EMI,221000.0,25,Eligible,16995.0
32.0,Male,Single,Professional,111200.0,Private,1.8,Startup,Family,0.0,2,1,0.0,0.0,9400.0,28100.0,15600.0,No,0.0,727.0,434700.0,209600.0,E-commerce Shopping EMI,160000.0,18,Eligible,29050.0
38.0,Male,Married,Post Graduate,153800.0,Private,0.5,Large Indian,Rented,41700.0,2,1,0.0,0.0,14200.0,42100.0,21300.0,No,0.0,705.0,999200.0,383200.0,Home Appliances EMI,93000.0,28,Eligible,15180.0
32.0,Male,Single,Graduate,39600.0,Private,7.9,Mid-size,Rented,10200.0,2,1,11600.0,0.0,4900.0,11700.0,5200.0,No,0.0,783.0,228200.0,135800.0,Personal Loan EMI,817000.0,20,Not_Eligible,500.0
48.0,Female,Married,Graduate,499409.0,Private,7.9,Large Indian,Rented,12000.0,2,1,0.0,20400.0,2900.0,7100.0,2400.0,Yes,7700.0,654.0,110800.0,42800.0,E-commerce Shopping EMI,88000.0,4,Not_Eligible,500.0
32.0,Female,Married,Graduate,45400.0,Private,0.9,Large Indian,Own,0.0,2,1,0.0,19700.0,3300.0,11700.0,7800.0,Yes,5900.0,611.0,240800.0,109700.0,E-commerce Shopping EMI,139000.0,18,Not_Eligible,500.0
48.0,Male,Married,Graduate,20000.0,Government,5.8,Large Indian,Own,0.0,4,3,8300.0,0.0,1600.0,3500.0,1500.0,Yes,3800.0,662.0,82900.0,37600.0,Home Appliances EMI,147000.0,13,Not_Eligible,500.5
48.0,Female,Married,Graduate,23400.0,Private,1.8,MNC,Rented,7200.0,3,2,0.0,5700.0,1300.0,4300.0,2300.0,Yes,3200.0,624.0,92900.0,21700.0,Personal Loan EMI,342000.0,50,Not_Eligible,500.0
48.0,Male,Married,High School,16000.0,Private,0.8,Large Indian,Rented,2700.0,2,1,5600.0,0.0,1000.0,3000.0,2600.0,No,0.0,727.0,61000.0,21800.0,Personal Loan EMI,125000.0,48,Not_Eligible,500.0
48.0,Male,Married,Graduate,51500.0,Private,0.6,Startup,Own,0.0,4,3,0.0,0.0,5300.0,15100.0,9400.0,Yes,11900.0,662.0,269800.0,159500.0,Personal Loan EMI,710000.0,16,Not_Eligible,2744.0
48.0,Female,Married,Post Graduate,51900.0,Private,1.5,Mid-size,Rented,14200.0,4,3,0.0,6500.0,3200.0,14300.0,5900.0,No,0.0,653.0,199000.0,55300.0,Education EMI,461000.0,19,Not_Eligible,3900.0
32.0,Female,Married,Post Graduate,48900.0,Private,3.7,Mid-size,Rented,16500.0,4,3,7500.0,0.0,5000.0,10900.0,3900.0,Yes,10300.0,773.0,254500.0,61200.0,Personal Loan EMI,420000.0,31,Not_Eligible,500.0
27.0,Male,Single,Graduate,78300.0,Private,1.6,Startup,Rented,16700.0,1,0,0.0,0.0,5700.0,13800.0,14300.0,No,0.0,738.0,312100.0,71000.0,Personal Loan EMI,250000.0,50,Eligible,13900.0
38.0,Female,Married,Post Graduate,48800.0,Government,16.0,Large Indian,Rented,8600.0,4,3,0.0,11100.0,5400.0,7600.0,8200.0,No,0.0,751.0,196000.0,43900.0,Vehicle EMI,1385000.0,16,Not_Eligible,4171.2
48.0,Male,Married,Post Graduate,26000.0,Government,8.6,Startup,Family,0.0,2,1,10500.0,0.0,2300.0,6300.0,2300.0,Yes,4200.0,756.0,72900.0,31900.0,E-commerce Shopping EMI,31000.0,16,Not_Eligible,500.0
48.0,Male,Married,Graduate,51700.0,Private,3.5,MNC,Rented,10700.0,2,1,10800.0,0.0,7500.0,10000.0,5600.0,Yes,9500.0,644.0,326200.0,141900.0,Vehicle EMI,107000.0,17,Not_Eligible,500.0
27.0,Male,Single,Professional,94500.0,Private,2.7,Mid-size,Own,0.0,3,2,0.0,9200.0,13600.0,23500.0,9900.0,Yes,27100.0,735.0,738100.0,330100.0,Vehicle EMI,905000.0,72,Not_Eligible,4312.0
32.0,Male,Married,Post Graduate,19500.0,Government,2.0,Large Indian,Own,0.0,5,4,0.0,0.0,2700.0,5300.0,1100.0,Yes,2200.0,712.0,79000.0,26700.0,Home Appliances EMI,168000.0,11,Not_Eligible,2870.0
58.0,Male,Married,High School,34900.0,Self-employed,14.8,Mid-size,Rented,11100.0,4,3,0.0,0.0,1800.0,8800.0,2700.0,Yes,6700.0,750.0,165700.0,93400.0,Vehicle EMI,1422000.0,14,Not_Eligible,1436.4
58.0,Male,Married,Professional,147100.0,Private,36.0,MNC,Family,0.0,3,2,0.0,18700.0,19300.0,36900.0,14500.0,No,0.0,743.0,179400.0,54400.0,E-commerce Shopping EMI,23000.0,3,Eligible,23080.0
32.0,Male,Single,Graduate,86700.0,Self-employed,0.5,MNC,Own,0.0,3,2,2100.0,0.0,12600.0,17900.0,14000.0,Yes,15700.0,670.0,449100.0,230000.0,Home Appliances EMI,43000.0,21,Eligible,7686.0
48.0,Female,Married,Graduate,26800.0,Government,8.2,Mid-size,Own,0.0,4,3,7500.0,8500.0,2300.0,5800.0,3600.0,No,0.0,628.0,211600.0,94600.0,E-commerce Shopping EMI,171000.0,17,Not_Eligible,500.0
58.0,Male,Married,High School,30000.0,Private,11.8,Mid-size,Rented,4700.0,4,3,3600.0,0.0,1800.0,8500.0,4100.0,No,0.0,774.0,167500.0,37900.0,Home Appliances EMI,28000.0,10,Eligible,4380.0
58.0,Female,Married,Graduate,46600.0,Private,6.2,Startup,Rented,11800.0,2,1,0.0,10400.0,5200.0,7800.0,5000.0,No,0.0,761.0,150200.0,79400.0,Education EMI,110000.0,26,Not_Eligible,3840.0
32.0,Male,Married,Professional,72800.0,Private,1.1,Large Indian,Rented,20100.0,3,2,0.0,0.0,4900.0,18200.0,12800.0,No,0.0,582.0,130900.0,72500.0,Vehicle EMI,860000.0,26,Not_Eligible,5376.0
38.0,Female,Married,Post Graduate,46200.0,Private,12.3,Large Indian,Own,0.0,3,2,11800.0,0.0,3300.0,7700.0,7700.0,Yes,6600.0,598.0,331900.0,87400.0,Personal Loan EMI,757000.0,30,Not_Eligible,2802.8
38.0,Female,Married,Professional,53700.0,Government,1.1,Startup,Rented,9300.0,4,3,0.0,7400.0,6900.0,10400.0,9200.0,No,0.0,762.0,360900.0,166700.0,E-commerce Shopping EMI,95000.0,19,High_Risk,6930.0
27.0,Female,Married,Graduate,21600.0,Self-employed,2.3,MNC,Family,0.0,3,2,0.0,0.0,3000.0,3800.0,3700.0,No,0.0,664.0,113600.0,38700.0,Vehicle EMI,253000.0,80,High_Risk,4995.0
38.0,Male,Married,Graduate,48000.0,Government,10.6,Startup,Family,0.0,4,3,0.0,10800.0,5700.0,11100.0,9000.0,Yes,14300.0,641.0,121200.0,30400.0,Personal Loan EMI,814000.0,37,Not_Eligible,500.0
32.0,Male,Married,Graduate,82000.0,Government,2.6,Large Indian,Family,0.0,4,3,3400.0,0.0,4500.0,18100.0,10500.0,Yes,9500.0,627.0,255200.0,120500.0,Vehicle EMI,683000.0,19,Not_Eligible,10080.0
38.0,Male,Single,Post Graduate,44400.0,Private,3.3,Large Indian,Family,0.0,2,1,12900.0,0.0,5100.0,12400.0,8100.0,Yes,8200.0,632.0,335100.0,86900.0,E-commerce Shopping EMI,103000.0,21,Not_Eligible,500.0
27.0,Female,Single,High School,63000.0,Government,0.5,Mid-size,Rented,18000.0,2,1,10300.0,10200.0,7100.0,11600.0,8600.0,No,0.0,770.0,69900.0,38700.0,Education EMI,367000.0,42,Not_Eligible,500.0
38.0,Male,Married,Graduate,43500.0,Private,7.7,Large Indian,Own,0.0,4,3,11800.0,0.0,4700.0,9700.0,8100.0,Yes,9700.0,664.0,221900.0,69900.0,Home Appliances EMI,80000.0,16,Not_Eligible,500.0
32.0,Male,Single,High School,37400.0,Private,2.9,Large Indian,Rented,11900.0,1,0,0.0,0.0,4500.0,7500.0,3000.0,Yes,7000.0,494.0,70000.0,39900.0,E-commerce Shopping EMI,63000.0,3,Not_Eligible,500.0
32.0,Female,Married,Graduate,21900.0,Private,1.2,Large Indian,Own,0.0,3,2,0.0,0.0,3300.0,5300.0,2800.0,No,0.0,638.0,58200.0,29900.0,E-commerce Shopping EMI,141000.0,24,Not_Eligible,4200.0
48.0,Male,Married,Graduate,66500.0,Private,4.4,Mid-size,Family,0.0,4,3,11000.0,23500.0,8200.0,15800.0,3800.0,No,0.0,678.0,190200.0,101400.0,Education EMI,280000.0,14,Not_Eligible,2100.0
58.0,Male,Married,Post Graduate,10072.0,Government,18.9,Mid-size,Family,0.0,3,2,14100.0,0.0,12300.0,28300.0,29400.0,No,0.0,752.0,1056900.0,605900.0,E-commerce Shopping EMI,176000.0,5,Eligible,60330.6
32.0,Female,Married,Graduate,56300.0,Private,4.6,Large Indian,Family,0.0,4,3,7900.0,0.0,5000.0,13200.0,3000.0,No,0.0,668.0,43300.0,19000.0,Vehicle EMI,528000.0,35,Not_Eligible,10880.0
38.0,Female,Married,Graduate,48100.0,Self-employed,1.3,MNC,Own,0.0,3,2,11800.0,0.0,2700.0,7900.0,7500.0,Yes,8000.0,639.0,94700.0,24200.0,Education EMI,147000.0,31,Not_Eligible,2056.32
48.0,Male,Married,Graduate,71200.0,Private,5.7,MNC,Rented,16000.0,3,2,12600.0,6400.0,10100.0,13300.0,6800.0,Yes,12600.0,651.0,479300.0,259400.0,Education EMI,163000.0,43,Not_Eligible,500.0
38.0,Male,Married,Graduate,20000.0,Private,1.6,Mid-size,Rented,5600.0,2,1,2800.0,0.0,1200.0,3800.0,2200.0,No,0.0,616.0,11200.0,6700.0,Personal Loan EMI,972000.0,42,Not_Eligible,1408.0
58.0,Female,Married,Professional,140000.0,Government,2.9,Large Indian,Rented,30100.0,3,2,11100.0,7700.0,8800.0,33000.0,17200.0,Yes,37300.0,740.0,559600.0,144800.0,E-commerce Shopping EMI,80000.0,4,Not_Eligible,500.0
38.0,Male,Married,Professional,109100.0,Private,4.4,MNC,Family,0.0,3,2,0.0,0.0,12400.0,29600.0,16200.0,No,0.0,647.0,679700.0,318800.0,E-commerce Shopping EMI,84000.0,6,Eligible,22396.0
38.0,Female,Married,Graduate,34800.0,Private,2.7,Large Indian,Family,0.0,4,3,0.0,19100.0,5000.0,8100.0,4400.0,No,0.0,659.0,183300.0,50100.0,Vehicle EMI,994000.0,78,Not_Eligible,500.0
58.0,Male,Married,Graduate,28600.0,Government,8.0,Mid-size,Rented,9700.0,5,4,0.0,0.0,2100.0,8200.0,2700.0,No,0.0,740.0,128200.0,42800.0,E-commerce Shopping EMI,119000.0,21,Not_Eligible,3245.0
27.0,Male,Single,Professional,85900.0,Private,0.5,Large Indian,Family,0.0,2,1,8200.0,0.0,12600.0,19700.0,12000.0,Yes,9100.0,612.0,630500.0,186800.0,Vehicle EMI,182000.0,15,Not_Eligible,5987.52
48.0,Male,Married,Graduate,65500.0,Government,4.9,Mid-size,Own,0.0,3,2,0.0,0.0,3500.0,10600.0,11000.0,No,0.0,834.0,243300.0,56900.0,E-commerce Shopping EMI,65000.0,15,Eligible,26664.0
38.0,Female,Married,Graduate,402439.0,Government,15.5,Startup,Rented,9200.0,2,1,9100.0,0.0,1800.0,7900.0,5000.0,No,0.0,850.0,81100.0,32600.0,E-commerce Shopping EMI,99000.0,18,Not_Eligible,500.0
48.0,Female,Married,High School,81900.0,Private,0.5,MNC,Rented,14200.0,4,3,12300.0,0.0,9800.0,22800.0,8700.0,Yes,22600.0,734.0,554500.0,234800.0,Personal Loan EMI,586000.0,12,Not_Eligible,500.0
38.0,Male,Married,Graduate,21900.0,Private,8.6,Small,Rented,5300.0,3,2,2300.0,0.0,2200.0,5600.0,2400.0,No,0.0,735.0,166800.0,80400.0,Home Appliances EMI,253000.0,34,Not_Eligible,2255.0
32.0,Male,Single,Post Graduate,110800.0,Private,6.4,Mid-size,Own,0.0,3,2,15000.0,0.0,15100.0,32100.0,18400.0,No,0.0,714.0,351100.0,89700.0,Vehicle EMI,1380000.0,28,Not_Eligible,15100.0
48.0,Male,Married,Graduate,50700.0,Private,9.1,MNC,Rented,16400.0,4,3,4700.0,0.0,5600.0,13600.0,3500.0,Yes,10800.0,628.0,392800.0,101400.0,E-commerce Shopping EMI,59000.0,7,Not_Eligible,500.0
27.0,Female,Married,High School,58800.0,Private,0.8,Mid-size,Rented,12300.0,5,4,13500.0,0.0,8300.0,12000.0,7900.0,No,0.0,705.0,191200.0,103600.0,Education EMI,457000.0,16,Not_Eligible,1920.0
48.0,Male,Married,Professional,110300.0,Government,5.1,Startup,Rented,32600.0,3,2,13400.0,0.0,14800.0,22300.0,16800.0,Yes,20600.0,688.0,435700.0,97300.0,E-commerce Shopping EMI,117000.0,19,Not_Eligible,500.0
27.0,Male,Single,Graduate,89400.0,Private,1.2,Large Indian,Own,0.0,1,0,0.0,0.0,9500.0,20900.0,14000.0,No,0.0,671.0,502000.0,296800.0,E-commerce Shopping EMI,186000.0,18,Eligible,22500.0
